01,322AC0000000003_20190430_429AC0000000063.sentence.nml.poslist,5724
01,322AC0000000004_20150801_000000000000000.sentence.nml.poslist,4502
01,322AC0000000013_20150801_000000000000000.sentence.nml.poslist,564
01,322AC0000000072_20150801_000000000000000.sentence.nml.poslist,2478
01,322AC0000000113_20150801_000000000000000.sentence.nml.poslist,2159
01,322AC0000000125_20150801_000000000000000.sentence.nml.poslist,1223
01,322CO0000000001_20150801_000000000000000.sentence.nml.poslist,864
01,322CO0000000014_20150801_000000000000000.sentence.nml.poslist,313
01,322CO0000000164_20150801_000000000000000.sentence.nml.poslist,3858
01,323AC1000000199_20150801_000000000000000.sentence.nml.poslist,3879
01,325AC0000000147_20150801_000000000000000.sentence.nml.poslist,10743
01,327AC0000000081_20150801_000000000000000.sentence.nml.poslist,477
01,327AC0000000121_20150801_000000000000000.sentence.nml.poslist,1943
01,327CO0000000446_20150801_000000000000000.sentence.nml.poslist,1367
01,328AC0000000246_20160612_426AC0000000069.sentence.nml.poslist,13371
01,328AC0000000267_20150801_000000000000000.sentence.nml.poslist,3832
01,328CO0000000355_20150801_000000000000000.sentence.nml.poslist,2681
01,328M50000002049_20161001_000000000000000.sentence.nml.poslist,1313
01,329AC0000000150_20150801_000000000000000.sentence.nml.poslist,1298
01,329M50000002061_20190522_501M60002000002.sentence.nml.poslist,5498
01,336AC0000000215_20200401_429AC0000000045.sentence.nml.poslist,23148
01,336CO0000000415_20150801_000000000000000.sentence.nml.poslist,2818
01,336M50000002062_20190522_501M60002000002.sentence.nml.poslist,4684
01,337M50000002042_20190522_501M60002000002.sentence.nml.poslist,5994
01,339AC0000000083_20150801_000000000000000.sentence.nml.poslist,1024
01,339AC0000000100_20150801_000000000000000.sentence.nml.poslist,1417
01,343AC0000000083_20150801_000000000000000.sentence.nml.poslist,16889
01,343CO0000000200_20150801_000000000000000.sentence.nml.poslist,1243
01,346AC0000000129_20201201_430AC0000000095.sentence.nml.poslist,139678
01,352AC0000000030_20150801_000000000000000.sentence.nml.poslist,2334
01,352CO0000000210_20150801_000000000000000.sentence.nml.poslist,13235
01,359M50000010039_20161001_000000000000000.sentence.nml.poslist,3803
01,361AC0000000084_20150801_000000000000000.sentence.nml.poslist,1942
01,408AC0000000074_20150801_000000000000000.sentence.nml.poslist,2421
01,411AC0000000078_20150801_000000000000000.sentence.nml.poslist,9767
01,412CO0000000259_20150801_000000000000000.sentence.nml.poslist,767
